run_label,temperature,sample_index,mode,question,prompt,gold,prediction,is_valid
final,0.3,0,base,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,"WHat is Terrence Ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
final,0.3,0,fine_tuned,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrince Ross';,True
final,0.3,0,base_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT SU,False
final,0.3,0,fine_tuned_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'terrence ross'' na,False
final,0.3,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
final,0.3,1,fine_tuned,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = '1995-96';,True
final,0.3,1,base_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT SU,False
final,0.3,1,fine_tuned_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE School/Club Team = '1995-96';,True
final,0.3,2,base,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,"WHat club was in toronto 2003-06 Tableau: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
final,0.3,2,fine_tuned,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,True
final,0.3,2,base_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
final,0.3,2,fine_tuned_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,True
final,0.7,0,base,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,"Counting the nationality of Terrence Ross Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
final,0.7,0,fine_tuned,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrince Ross';,True
final,0.7,0,base_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,,False
final,0.7,0,fine_tuned_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'terrence ross'' na,False
final,0.7,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
final,0.7,1,fine_tuned,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE School/Club Team = 'Toronto 1995-96';,True
final,0.7,1,base_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,,False
final,0.7,1,fine_tuned_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = '1995-96';,True
final,0.7,2,base,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,"whose club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
final,0.7,2,fine_tuned,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-11575939-1 WHERE Years in Toronto = '2003-06';,False
final,0.7,2,base_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
final,0.7,2,fine_tuned_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,True
final,1.0,0,base,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,[tuple for column of year in which terrence ross [number].] [(number.,False
final,1.0,0,fine_tuned,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 1-1298451-2 WHERE No. = 'Tie Newton Ross';,False
final,1.0,0,base_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT A,False
final,1.0,0,fine_tuned_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-1,False
final,1.0,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"What clu was in toronto 1995-96 table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
final,1.0,1,fine_tuned,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Year in Toronto FROM 1-109139875-7 WHERE Name = 'Toronto 1995-96';,False
final,1.0,1,base_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT P,False
final,1.0,1,fine_tuned_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = '1995-96';,True
final,1.0,2,base,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,Which club was in Toronto 2003-06 Table: 1-10015132-16,False
final,1.0,2,fine_tuned,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16;,True
final,1.0,2,base_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
final,1.0,2,fine_tuned_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16;,True
checkpoint-500,0.0,0,base,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,"Query: What is Terrence Ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-500,0.0,0,checkpoint-500,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Position = 'Terence Ross';,True
checkpoint-500,0.0,0,base_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT SU,False
checkpoint-500,0.0,0,checkpoint-500_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Position = 'terrence ross',False
checkpoint-500,0.0,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-500,0.0,1,checkpoint-500,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = '1995-96';,True
checkpoint-500,0.0,1,base_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT SU,False
checkpoint-500,0.0,1,checkpoint-500_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = '1995-96';,True
checkpoint-500,0.0,2,base,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,"WHICH CLUB WAS IN TORONTO 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-500,0.0,2,checkpoint-500,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Year in Toronto = '2003-06';,False
checkpoint-500,0.0,2,base_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
checkpoint-500,0.0,2,checkpoint-500_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Year,False
checkpoint-500,0.3,0,base,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,,False
checkpoint-500,0.3,0,checkpoint-500,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10115132-1 WHERE Player = 'Terence Ross';,False
checkpoint-500,0.3,0,base_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT SU,False
checkpoint-500,0.3,0,checkpoint-500_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Player = 'terrence ross',False
checkpoint-500,0.3,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-500,0.3,1,checkpoint-500,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10115132-16 WHERE No. = '1995-96';,False
checkpoint-500,0.3,1,base_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT SU,False
checkpoint-500,0.3,1,checkpoint-500_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10015132-16 WHERE No. = '1995-96';,True
checkpoint-500,0.3,2,base,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,"WHICH CLUB WAS IN TORONTO 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-500,0.3,2,checkpoint-500,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,True
checkpoint-500,0.3,2,base_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,,False
checkpoint-500,0.3,2,checkpoint-500_constrained,which club was in toronto 2003-06,"Translate question to SQL. Question: which club was in toronto 2003-06 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '2003-06';,SELECT School/Club Team FROM 1-10015132-16 WHERE Year,False
checkpoint-500,0.7,0,base,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,Potential Personas -- 1-10015132-16 Potential Personas -- --,False
checkpoint-500,0.7,0,checkpoint-500,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Position = 'Terence Ross';,True
checkpoint-500,0.7,0,base_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Na,False
checkpoint-500,0.7,0,checkpoint-500_constrained,What is terrence ross' nationality,"Translate question to SQL. Question: What is terrence ross' nationality Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT Nationality FROM 1-10015132-16 WHERE Player = 'Terrence Ross';,SELECT Nationality FROM 1-10015132-16 WHERE Position = 'terrence ross',False
checkpoint-500,0.7,1,base,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,"Player, No., Nationality, Position, Years in Toronto, School/Club Team",False
checkpoint-500,0.7,1,checkpoint-500,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Years in Toronto FROM 1-10115321-3 WHERE No. = 'Toronto 1995-96';,False
checkpoint-500,0.7,1,base_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,,False
checkpoint-500,0.7,1,checkpoint-500_constrained,What clu was in toronto 1995-96,"Translate question to SQL. Question: What clu was in toronto 1995-96 Table: 1-10015132-16 Schema: Player, No., Nationality, Position, Years in Toronto, School/Club Team",SELECT School/Club Team FROM 1-10015132-16 WHERE Years in Toronto = '1995-96';,SELECT Year,False
